sentence,tags,tokens,numeric_tags
His electrocardiogram showed T-wave inversion over leads V1 to V4 (Figure ​1).,"['O', 'B-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'O']","['his', 'electrocardiogram', 'showed', 't-wave', 'inversion', 'over', 'leads', 'v1', 'to', 'v4', 'figure', '\u200b1']","[0, 19, 0, 9, 10, 0, 13, 14, 14, 14, 0, 0]"
"Coronary angiography showed 90% stenosis in the mid-left anterior descending coronary artery (LAD), which was stented (Figure 2).","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'O']","['coronary', 'angiography', 'showed', '90%', 'stenosis', 'in', 'the', 'mid-left', 'anterior', 'descending', 'coronary', 'artery', 'lad', 'which', 'was', 'stented', 'figure', '2']","[19, 20, 0, 0, 9, 0, 0, 11, 12, 12, 12, 12, 0, 0, 0, 33, 0, 0]"
T-wave still inversion over leads V1 to V4 after the percutaneous coronary intervention (PCI) (Figure ​3).,"['B-Detailed_description', 'O', 'B-Sign_symptom', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O']","['t-wave', 'still', 'inversion', 'over', 'leads', 'v1', 'to', 'v4', 'after', 'the', 'percutaneous', 'coronary', 'intervention', 'pci', 'figure', '\u200b3']","[13, 0, 9, 0, 13, 14, 14, 14, 0, 0, 33, 34, 34, 0, 0, 0]"
The patient discharged after the PCI in 5 days and recharged in the hospital because of a palpation.,"['O', 'O', 'B-Clinical_event', 'O', 'O', 'O', 'O', 'B-Date', 'I-Date', 'O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'O', 'O', 'O', 'B-Sign_symptom']","['the', 'patient', 'discharged', 'after', 'the', 'pci', 'in', '5', 'days', 'and', 'recharged', 'in', 'the', 'hospital', 'because', 'of', 'a', 'palpation']","[0, 0, 5, 0, 0, 0, 0, 39, 40, 0, 5, 0, 0, 7, 0, 0, 0, 9]"
"His electrocardiogram demonstrated ventricular tachycardia (Figure ​4), and severe hypertension, remarkable blood pressure fluctuation between 224/76 and 70/50 mm Hg.","['O', 'B-Diagnostic_procedure', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'O', 'B-Severity', 'B-Sign_symptom', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value']","['his', 'electrocardiogram', 'demonstrated', 'ventricular', 'tachycardia', 'figure', '\u200b4', 'and', 'severe', 'hypertension', 'remarkable', 'blood', 'pressure', 'fluctuation', 'between', '224/76', 'and', '70/50', 'mm', 'hg']","[0, 19, 0, 25, 26, 0, 0, 0, 49, 9, 0, 9, 10, 10, 23, 24, 24, 24, 24, 24]"
"Although several antihypertensive drugs were used, ventricular tachycardia still occurred on him for 2 times, each was preceded by a period of blood pressure fluctuation and burst out concomitantly at the peak of a hypertension crisis.","['O', 'O', 'B-Medication', 'I-Medication', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'I-Detailed_description', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder']","['although', 'several', 'antihypertensive', 'drugs', 'were', 'used', 'ventricular', 'tachycardia', 'still', 'occurred', 'on', 'him', 'for', '2', 'times', 'each', 'was', 'preceded', 'by', 'a', 'period', 'of', 'blood', 'pressure', 'fluctuation', 'and', 'burst', 'out', 'concomitantly', 'at', 'the', 'peak', 'of', 'a', 'hypertension', 'crisis']","[0, 0, 57, 58, 0, 0, 25, 26, 0, 0, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26]"
The patient felt abdominal pain and his abdominal ultrasound showed suspicious right adrenal gland tumor.,"['O', 'O', 'O', 'B-Biological_structure', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'B-Sign_symptom']","['the', 'patient', 'felt', 'abdominal', 'pain', 'and', 'his', 'abdominal', 'ultrasound', 'showed', 'suspicious', 'right', 'adrenal', 'gland', 'tumor']","[0, 0, 0, 11, 9, 0, 0, 11, 19, 0, 0, 11, 12, 12, 9]"
Enhanced computed tomography of adrenal gland conformed that there was a tumor in right adrenal gland accompanied by an upset level of aldosterone (Figure 5).,"['B-Detailed_description', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'O']","['enhanced', 'computed', 'tomography', 'of', 'adrenal', 'gland', 'conformed', 'that', 'there', 'was', 'a', 'tumor', 'in', 'right', 'adrenal', 'gland', 'accompanied', 'by', 'an', 'upset', 'level', 'of', 'aldosterone', 'figure', '5']","[13, 19, 20, 0, 11, 12, 0, 0, 0, 0, 0, 9, 0, 11, 12, 12, 0, 0, 0, 23, 0, 0, 19, 0, 0]"
"The tumor was removed by laparoscope, and pathological examination showed pheochromocytoma (Figure ​6).","['O', 'B-Sign_symptom', 'O', 'B-Therapeutic_procedure', 'O', 'B-Therapeutic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Disease_disorder', 'O', 'O']","['the', 'tumor', 'was', 'removed', 'by', 'laparoscope', 'and', 'pathological', 'examination', 'showed', 'pheochromocytoma', 'figure', '\u200b6']","[0, 9, 0, 33, 0, 33, 0, 19, 20, 0, 25, 0, 0]"
"After the surgery, the blood pressure turned normal gradually.","['O', 'O', 'B-Coreference', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'O']","['after', 'the', 'surgery', 'the', 'blood', 'pressure', 'turned', 'normal', 'gradually']","[0, 0, 29, 0, 19, 20, 0, 23, 0]"
There was no T-wave inversion in lead V1-V4 (Figure ​7).,"['O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Detailed_description', 'I-Detailed_description', 'O', 'O']","['there', 'was', 'no', 't-wave', 'inversion', 'in', 'lead', 'v1-v4', 'figure', '\u200b7']","[0, 0, 0, 9, 10, 0, 13, 14, 0, 0]"
A 50-year-old lady presented with complaints of pain abdomen and jaundice for one and a half months; she also complained of intermittent type of fever in the last 1 week.,"['O', 'B-Age', 'B-Sex', 'B-Clinical_event', 'O', 'O', 'O', 'B-Sign_symptom', 'B-Biological_structure', 'O', 'B-Sign_symptom', 'O', 'B-Duration', 'I-Duration', 'O', 'I-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration']","['a', '50-year-old', 'lady', 'presented', 'with', 'complaints', 'of', 'pain', 'abdomen', 'and', 'jaundice', 'for', 'one', 'and', 'a', 'half', 'months', 'she', 'also', 'complained', 'of', 'intermittent', 'type', 'of', 'fever', 'in', 'the', 'last', '1', 'week']","[0, 1, 3, 5, 0, 0, 0, 9, 11, 0, 9, 0, 37, 38, 0, 38, 38, 0, 0, 0, 0, 13, 0, 0, 9, 0, 0, 37, 38, 38]"
Physical examination revealed presence of icterus and a palpable tender globular mass in the right hypochondrium measuring 3 × 3 cm.,"['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Shape', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'I-Area']","['physical', 'examination', 'revealed', 'presence', 'of', 'icterus', 'and', 'a', 'palpable', 'tender', 'globular', 'mass', 'in', 'the', 'right', 'hypochondrium', 'measuring', '3', '×', '3', 'cm']","[19, 20, 0, 0, 0, 9, 0, 0, 13, 13, 27, 9, 0, 0, 11, 12, 0, 0, 36]"
A clinical diagnosis of obstructive jaundice secondary to periampullary carcinoma was made.,"['O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O']","['a', 'clinical', 'diagnosis', 'of', 'obstructive', 'jaundice', 'secondary', 'to', 'periampullary', 'carcinoma', 'was', 'made']","[0, 0, 0, 0, 13, 9, 0, 0, 25, 26, 0, 0]"
"Ultrasonographic examination of the abdomen and pelvis revealed dilatation of the intrahepatic biliary radicles (IHBR), with multiple freely mobile gall stones and a dilated common bile duct (CBD) measuring 1.8 cm with sudden narrowing at its distal end.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Detailed_description', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'I-Distance', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description']","['ultrasonographic', 'examination', 'of', 'the', 'abdomen', 'and', 'pelvis', 'revealed', 'dilatation', 'of', 'the', 'intrahepatic', 'biliary', 'radicles', 'ihbr', 'with', 'multiple', 'freely', 'mobile', 'gall', 'stones', 'and', 'a', 'dilated', 'common', 'bile', 'duct', 'cbd', 'measuring', '18', 'cm', 'with', 'sudden', 'narrowing', 'at', 'its', 'distal', 'end']","[19, 20, 0, 0, 11, 0, 11, 0, 9, 10, 10, 10, 10, 10, 0, 0, 13, 0, 13, 9, 10, 0, 0, 9, 10, 10, 10, 0, 0, 0, 22, 0, 13, 14, 14, 14, 14, 14]"
"CT scan showed moderate dilatation of the extra and intrahepatic biliary radicles, cholelithiasis with suspicious thickening of the gall bladder wall at the fundus, and a distal CBD stricture.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Severity', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'B-Sign_symptom', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'B-Biological_attribute', 'I-Biological_attribute', 'B-Sign_symptom']","['ct', 'scan', 'showed', 'moderate', 'dilatation', 'of', 'the', 'extra', 'and', 'intrahepatic', 'biliary', 'radicles', 'cholelithiasis', 'with', 'suspicious', 'thickening', 'of', 'the', 'gall', 'bladder', 'wall', 'at', 'the', 'fundus', 'and', 'a', 'distal', 'cbd', 'stricture']","[19, 20, 0, 49, 9, 10, 10, 10, 10, 10, 10, 10, 9, 0, 0, 9, 10, 10, 10, 10, 10, 0, 0, 11, 0, 0, 47, 48, 9]"
There was no evidence of any distant metastasis (Fig.1).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O']","['there', 'was', 'no', 'evidence', 'of', 'any', 'distant', 'metastasis', 'fig1']","[0, 0, 0, 0, 0, 0, 0, 9, 0]"
"A preoperative diagnosis of periampullary carcinoma with chronic cholecystitis was made, and the patient planned for a pancreaticoduodenectomy (Whipple’s procedure) after optimization.","['O', 'O', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'I-Therapeutic_procedure', 'O', 'O']","['a', 'preoperative', 'diagnosis', 'of', 'periampullary', 'carcinoma', 'with', 'chronic', 'cholecystitis', 'was', 'made', 'and', 'the', 'patient', 'planned', 'for', 'a', 'pancreaticoduodenectomy', 'whipple’s', 'procedure', 'after', 'optimization']","[0, 0, 0, 0, 25, 26, 0, 25, 26, 0, 0, 0, 0, 0, 5, 0, 0, 33, 0, 34, 0, 0]"
The patient underwent a classical Whipple’s procedure; table examination of the resected specimen revealed multiple gall stones in the gall bladder with area of mucosal thickening at the fundus and an irregular circumferential growth involving the intrapancreatic portion of the CBD.,"['O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure']","['the', 'patient', 'underwent', 'a', 'classical', 'whipple’s', 'procedure', 'table', 'examination', 'of', 'the', 'resected', 'specimen', 'revealed', 'multiple', 'gall', 'stones', 'in', 'the', 'gall', 'bladder', 'with', 'area', 'of', 'mucosal', 'thickening', 'at', 'the', 'fundus', 'and', 'an', 'irregular', 'circumferential', 'growth', 'involving', 'the', 'intrapancreatic', 'portion', 'of', 'the', 'cbd']","[0, 0, 0, 0, 0, 33, 34, 19, 20, 0, 0, 11, 12, 0, 13, 9, 10, 0, 0, 11, 12, 0, 0, 0, 9, 10, 0, 0, 11, 0, 0, 13, 13, 9, 0, 0, 11, 12, 12, 12, 12]"
"Postoperative period was uneventful, and the patient recovered satisfactorily.","['B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Lab_value', 'O', 'O', 'O', 'B-Clinical_event', 'B-Lab_value']","['postoperative', 'period', 'was', 'uneventful', 'and', 'the', 'patient', 'recovered', 'satisfactorily']","[33, 34, 0, 23, 0, 0, 0, 5, 23]"
"Histopathological examination of the resected specimen (Figs.2 and ​3) revealed thickening of the gall bladder wall at the fundus with multiple small calculi, the largest measuring 1.4 cm (Fig.3).","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'I-Distance', 'O']","['histopathological', 'examination', 'of', 'the', 'resected', 'specimen', 'figs2', 'and', '\u200b3', 'revealed', 'thickening', 'of', 'the', 'gall', 'bladder', 'wall', 'at', 'the', 'fundus', 'with', 'multiple', 'small', 'calculi', 'the', 'largest', 'measuring', '14', 'cm', 'fig3']","[19, 20, 0, 0, 11, 12, 0, 0, 0, 0, 9, 10, 10, 10, 10, 10, 0, 0, 11, 0, 13, 13, 9, 0, 0, 0, 0, 22, 0]"
Sections studied from the area of thickening showed features suggestive of adenocarcinoma limited to the mucosa.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'O', 'O', 'O', 'B-Biological_structure']","['sections', 'studied', 'from', 'the', 'area', 'of', 'thickening', 'showed', 'features', 'suggestive', 'of', 'adenocarcinoma', 'limited', 'to', 'the', 'mucosa']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 11]"
Microscopic sections obtained from the distal CBD region showed adenocarcinoma of the common bile duct with invasion into the muscular wall of the duodenum.,"['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'B-Disease_disorder', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'B-Detailed_description', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure']","['microscopic', 'sections', 'obtained', 'from', 'the', 'distal', 'cbd', 'region', 'showed', 'adenocarcinoma', 'of', 'the', 'common', 'bile', 'duct', 'with', 'invasion', 'into', 'the', 'muscular', 'wall', 'of', 'the', 'duodenum']","[19, 20, 0, 0, 0, 11, 12, 12, 0, 25, 0, 0, 11, 12, 12, 0, 13, 0, 0, 11, 12, 12, 12, 12]"
Sections studied from the resected lymph nodes were free of tumor cells.,"['B-Diagnostic_procedure', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom']","['sections', 'studied', 'from', 'the', 'resected', 'lymph', 'nodes', 'were', 'free', 'of', 'tumor', 'cells']","[19, 0, 0, 0, 11, 12, 12, 0, 0, 0, 9, 10]"
"A pathological staging of pT1aN0M0 for adenocarcinoma of the gall bladder and pT2N0M0 for adenocarcinoma of the distal CBD was made, and the patient was not subjected to any adjuvant therapy.","['O', 'O', 'O', 'O', 'B-Detailed_description', 'O', 'B-Disease_disorder', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Detailed_description', 'O', 'B-Disease_disorder', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'I-Medication']","['a', 'pathological', 'staging', 'of', 'pt1an0m0', 'for', 'adenocarcinoma', 'of', 'the', 'gall', 'bladder', 'and', 'pt2n0m0', 'for', 'adenocarcinoma', 'of', 'the', 'distal', 'cbd', 'was', 'made', 'and', 'the', 'patient', 'was', 'not', 'subjected', 'to', 'any', 'adjuvant', 'therapy']","[0, 0, 0, 0, 13, 0, 25, 0, 0, 11, 12, 0, 13, 0, 25, 0, 0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 58]"
The patient was disease-free 2 years after surgery.,"['O', 'O', 'O', 'O', 'B-Date', 'I-Date', 'I-Date', 'I-Date']","['the', 'patient', 'was', 'disease-free', '2', 'years', 'after', 'surgery']","[0, 0, 0, 0, 39, 40, 40, 40]"
A 53-year-old man came to our hospital with signs and symptoms of acute heart failure after a 2-week history of progressive breathlessness.,"['O', 'B-Age', 'B-Sex', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'O', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'B-Detailed_description', 'B-Sign_symptom']","['a', '53-year-old', 'man', 'came', 'to', 'our', 'hospital', 'with', 'signs', 'and', 'symptoms', 'of', 'acute', 'heart', 'failure', 'after', 'a', '2-week', 'history', 'of', 'progressive', 'breathlessness']","[0, 1, 3, 5, 0, 0, 7, 0, 0, 0, 0, 0, 13, 25, 26, 0, 0, 37, 38, 0, 13, 9]"
He had a history of recurrent skin abscesses and atopic dermatitis and regularly visited a dermatologist in our hospital.,"['O', 'O', 'O', 'B-History', 'I-History', 'B-Frequency', 'B-Biological_structure', 'B-Sign_symptom', 'O', 'B-Detailed_description', 'B-Disease_disorder', 'O', 'B-Frequency', 'B-Clinical_event', 'O', 'B-Nonbiological_location', 'O', 'O', 'B-Nonbiological_location']","['he', 'had', 'a', 'history', 'of', 'recurrent', 'skin', 'abscesses', 'and', 'atopic', 'dermatitis', 'and', 'regularly', 'visited', 'a', 'dermatologist', 'in', 'our', 'hospital']","[0, 0, 0, 15, 16, 43, 11, 9, 0, 13, 25, 0, 43, 5, 0, 7, 0, 0, 7]"
"On arriving at our hospital, his extremities were warm and dry.","['O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'O', 'B-Biological_structure', 'O', 'B-Sign_symptom', 'O', 'B-Sign_symptom']","['on', 'arriving', 'at', 'our', 'hospital', 'his', 'extremities', 'were', 'warm', 'and', 'dry']","[0, 5, 0, 0, 7, 0, 11, 0, 9, 0, 9]"
"According to the New York Heart Association criteria, he had class III congestive heart failure (CHF).","['O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'B-Disease_disorder', 'I-Disease_disorder', 'I-Disease_disorder', 'O']","['according', 'to', 'the', 'new', 'york', 'heart', 'association', 'criteria', 'he', 'had', 'class', 'iii', 'congestive', 'heart', 'failure', 'chf']","[0, 0, 0, 19, 20, 20, 20, 20, 0, 0, 23, 24, 25, 26, 26, 0]"
"An electrocardiogram revealed diffuse nonspecific T-wave changes, low voltage (<5 mm) in the extremity leads and poor R-wave progression in the anterior chest leads.","['O', 'B-Diagnostic_procedure', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Sign_symptom', 'I-Sign_symptom', 'B-Lab_value', 'B-Diagnostic_procedure', 'O', 'I-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure']","['an', 'electrocardiogram', 'revealed', 'diffuse', 'nonspecific', 't-wave', 'changes', 'low', 'voltage', '5', 'mm', 'in', 'the', 'extremity', 'leads', 'and', 'poor', 'r-wave', 'progression', 'in', 'the', 'anterior', 'chest', 'leads']","[0, 19, 0, 13, 13, 9, 10, 23, 19, 0, 24, 0, 0, 19, 20, 0, 23, 19, 20, 0, 0, 19, 20, 20]"
Multiple sporadic ventricular premature beats were seen (Figure 1).,"['B-Quantitative_concept', 'B-Frequency', 'B-Biological_structure', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'O']","['multiple', 'sporadic', 'ventricular', 'premature', 'beats', 'were', 'seen', 'figure', '1']","[73, 43, 11, 9, 10, 0, 0, 0, 0]"
"Chest x-ray film confirmed right pleural effusion, and mild cardiomegaly but no pulmonary congestion (Figure 2).","['B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'O', 'B-Detailed_description', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'B-Severity', 'B-Sign_symptom', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O']","['chest', 'x-ray', 'film', 'confirmed', 'right', 'pleural', 'effusion', 'and', 'mild', 'cardiomegaly', 'but', 'no', 'pulmonary', 'congestion', 'figure', '2']","[11, 19, 0, 0, 13, 25, 26, 0, 49, 9, 0, 0, 25, 26, 0, 0]"
Blood tests showed severely elevated B-type natriuretic peptide (901 pg/mL) and markedly raised IgE (12 000 IU/mL) without eosinophilia (eosinophil count of 1.62×108/L).,"['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'I-Lab_value', 'O', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'O', 'I-Lab_value', 'I-Lab_value', 'O', 'B-Sign_symptom', 'O', 'I-Diagnostic_procedure', 'O', 'O']","['blood', 'tests', 'showed', 'severely', 'elevated', 'b-type', 'natriuretic', 'peptide', '901', 'pg/ml', 'and', 'markedly', 'raised', 'ige', '12', '000', 'iu/ml', 'without', 'eosinophilia', 'eosinophil', 'count', 'of', '162×108/l']","[19, 20, 0, 23, 24, 19, 20, 20, 0, 24, 0, 0, 23, 19, 0, 24, 24, 0, 9, 0, 20, 0, 0]"
"Biochemical analysis revealed no significant findings: blood urea nitrogen of 14.3 mg/dL [reference value (RV): 7.00–22.00], creatinine of 0.90 mg/dL (RV: 0.60–1.00), C-reactive protein (CRP) of 0.2 mg/dL (RV: 0.00–0.50), serum amyloid A (SAA) of 7.0 μg/mL (RV: 0–8.0), and troponin T of 0.07 ng/mL (RV: 0–0.1).","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'I-Lab_value', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'I-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'I-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'I-Lab_value', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'I-Lab_value', 'O', 'O']","['biochemical', 'analysis', 'revealed', 'no', 'significant', 'findings', 'blood', 'urea', 'nitrogen', 'of', '143', 'mg/dl', 'reference', 'value', 'rv', '700–2200', 'creatinine', 'of', '090', 'mg/dl', 'rv', '060–100', 'c-reactive', 'protein', 'crp', 'of', '02', 'mg/dl', 'rv', '000–050', 'serum', 'amyloid', 'a', 'saa', 'of', '70', 'μg/ml', 'rv', '0–80', 'and', 'troponin', 't', 'of', '007', 'ng/ml', 'rv', '0–01']","[19, 20, 0, 0, 0, 0, 19, 20, 20, 0, 0, 24, 0, 0, 0, 0, 19, 0, 0, 24, 0, 0, 19, 20, 0, 0, 0, 24, 0, 0, 19, 20, 20, 0, 0, 0, 24, 0, 0, 0, 19, 20, 0, 0, 24, 0, 0]"
Immunology testing revealed negative perinuclear anti-neutrophil cytoplasmic antibodies and no elevation of myeloperoxidase antibodies.,"['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure']","['immunology', 'testing', 'revealed', 'negative', 'perinuclear', 'anti-neutrophil', 'cytoplasmic', 'antibodies', 'and', 'no', 'elevation', 'of', 'myeloperoxidase', 'antibodies']","[19, 20, 0, 23, 19, 20, 20, 20, 0, 23, 24, 0, 19, 20]"
The distribution of albumin and globulin in the serum was normal.,"['O', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'B-Detailed_description', 'O', 'B-Lab_value']","['the', 'distribution', 'of', 'albumin', 'and', 'globulin', 'in', 'the', 'serum', 'was', 'normal']","[0, 0, 0, 19, 0, 19, 0, 0, 13, 0, 23]"
